ID,Title,PostCode,Suburb,Street Address,Postal Address,Telephone,Alt Telephone,Fax,Email,Website,Description,Longitude,Latitude,Can drop off?,EPA licence
1243,District Council of Tumby Bay - Tumby Bay Council Depot,5605,Tumby Bay,"Trezise Street, Tumby Bay 5605",PO Box 61 Tumby Bay 5605,(08) 8688 2101,(08) 8688 2074,(08) 8688 2639,dctumby@bigpond.com,http://www.tumbybay.sa.gov.au,Opening hours Mon-Fri 7am-5pm.,136.0980,-34.3771,1,NA
1244,District Council of Tumby Bay - Ungarra Transfer Station,5607,Ungarra,"Ungarra Stokes Rd, Ungarra 5607",PO Box 61 Tumby Bay SA 5605,(08) 8688 2101,0427 882 074,(08) 8688 2639,dctb@tumbybay.sa.gov.au,http://www.tumbybay.sa.gov.au,"Opening hours 2.00pm – 3.00pm Last Sunday of Month. Please note we only accept chippable green waste, White Goods with refrigerants removed and lead acid batteries with acid removed.",0.0000,0.0000,1,EPA 358
1245,District Council of Yorke Peninsula - Maitland Works Depot,5573,Maitland,"28 Elizabeth Road, Maitland 5573",PO Box 88 Minlaton 5575,(08) 8832 0000,NULL,(08) 8853 2494,admin@yorke.sa.gov.au,http://www.yorke.sa.gov.au,Opening hours Mon-Fri 7:30am-4:30pm. Recycle Used Motor Oil.,137.6650,-34.3714,1,NA
1246,District Council of Yorke Peninsula - Warooka Works Depot,5577,Warooka,"3 Fifth Street, Warooka 5577",PO Box 88 Minlaton 5575,(08) 8854 5055,NULL,(08) 8853 2494,admin@yorke.sa.gov.au,http://www.yorke.sa.gov.au,Opening hours Mon-Fri 7:30am-4:30pm. Recycle Used Motor Oil  also provide receptacles for the storage of coolants  oily Rags and Oil Filters as well as an area for the storage for empty containers.,0.0000,0.0000,1,NA
1247,Drive In Hardware Mitre 10,5012,Mansfield Park,"152 Hanson Road, Mansfield Park 5012",,(08) 8440 6300,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,138.5480,-34.8608,1,
1248,drumMUSTER,2601,Canberra City,Canberra City,"GPO Box 816, Canberra City ACT 2601",(02) 6230 6712,1800 088 707,(02) 6230 6710,drummuster@drummuster.com.au,http://www.drummuster.com.au,drumMUSTER is the national program for the collection and recycling of empty cleaned non returnable crop production and on-farm animal health chemical containers. Please contact your local Council to find out where your nearest collection site is. South Australian contact David Long on 0427 012 273. Head Office in Canberra Level 4 AMP Building 1 Hobart Place Canberra ACT 2601 (GPO Box 816 Canberra City ACT 2601).,149.0420,-35.3499,0,
1249,E-Cycle Recovery,5094,Gepps Cross,"12-14 Baulderstone Road, Gepps Cross 5094","12-14 Baulderstone Road, Gepps Cross",(08) 8262 4074,(08) 8262 1225,NULL,info@ecyclerecovery.com.au, http://www.ecyclerecovery.com.au,"Recycles all electronic waste (e-waste) products. Materials recycled include computer monitors  televisions  desktops  vacuum cleaners  printers  telephones  Mobile Phones  DVD/Video players  hairdryers  toasters  Printer and Toner Cartridges  button cell batteries  eg  hearing aids  calculators and watches and mercury bearing devices such as  thermometers  HID lamps  light globes etc. and most other electronic items. To assist with collection transportation and recycling charges do apply. Open Mon-Friday 8.30am-4.30pm, Saturday 8.30am-2.30pm.",138.5900,-34.8465,1,24482
1250,Elizabeth Recycling,5112,Elizabeth South,"Corner Phillip Highway & Coglin Road, Elizabeth South 5112",PO Box 766 Two Wells 5501,(08) 8252 4044,NULL,(08) 8252 0288,eliz-recy@hotmail.com,http://www.elizabethrecycling.com.au,"Opening hours Mon-Fri 8:30am-5pm, Sat 8:30am-4pm, Sun 9am-2pm. Closed on most public holidays.",138.6580,-34.7490,1,EPA 05/5068
1251,Elliston Caravan Park,5670,Elliston,"2 Flinders Highway, Elliston 5670",PO Box 14 Elliston 5670,(08) 8687 9061,NULL,(08) 8687 9071,mail@ellistoncaravanpark.com.au,http://www.ellistoncaravanpark.com.au,Elliston Caravan Park recycles Container Deposits and Non-deposit Glass.,0.0000,0.0000,0,EPA 05/5068
1252,EP Recycling,5654,Minnipa,"McKenzie Road, Minnipa 5654",PO Box 376 Minnipa 5654,(08) 8680 5114,0429 230 030,(08) 8680 5214,eprecycling@bigpond.com,NULL,Open Mon-Fri,0.0000,0.0000,1,16300
1253,Fife's RRM,5374,Eudunda,"Eudunda, 5374",24 Ward Street Eudunda 5374,0409 811 469,(08) 8581 1496,(08) 8581 1190,NULL,NULL,Opening hours 10am-2pm Sat or by appointment. Not open on long weekends.,0.0000,0.0000,1,EPA 05/5068
1203,Findon Mitre 10,5025,Kidman Park,"374 Grange Road, Kidman Park 5025",,(08) 8356 7323,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,138.5240,-34.9064,1,
1254,Flagcan Distributors Pty Ltd,5044,Somerton Park,"246 Brighton Road, Somerton Park 5044",246 Brighton Road Somerton Park 5044,(08) 8376 0555,NULL,(08) 8376 0559,flagcan@gibsonpartners.com.au,NULL,Recycles Container Deposits. Works in conjunction with Statewide and Visy recycling.,0.0000,0.0000,0,
1257,Flavel's Hardware & Rural Supply,5422,Peterborough,"42 - 44 Main Street, Peterborough 5422",42 - 44 Main Street Peterborough 5422,(08) 8651 2208,NULL,(08) 8651 2086,flavelshardware@internode.on.net,NULL,"Opening hours: Tuesday to Friday 9.00am – 12.00pm & 1.00pm – 3.00pm, Saturday 9.00am – 11.00pm. Recycles all Container Deposits  aluminium cans  Glass  plastic  milk and juice cartons.",138.8460,-32.9726,1,
1259,Fleurieu Recycling,5204,Cape Jervis,"89 Flinders Drive via Delamere, Cape Jervis 5204",,0407 784 675,NULL,NULL,fleurieurecycling@yahoo.com.au,http://www.fleurieurecycling.com.au,Opening hours 10am-12noon first Tuesday of each calendar month. Please note that we can accept further recycling streams by request.,0.0000,0.0000,1,EPA 27423
1258,Fleurieu Recycling,5173,Aldinga,"Lot 122 Lacey Drive, Aldinga 5173",Lot 122 Lacey Drive,0407 784 675,NULL,NULL,fleurieurecycling@yahoo.com.au,http://www.fleurieurecycling.com.au,"Opening hours Mon-Fri 8:30-4:30pm, Sat and Sun 9:00am-2:00pm",138.4700,-35.2772,1,EPA 27423
1260,Fleurieu Regional Waste Authority -  Victor Harbor Waste and Recycling Depot,5211,Waitpinga,"Off Jagger Road, Waitpinga 5211",PO Box 2375 Goolwa SA 5214,(08) 8552 3365,NULL,(08) 8555 1998,admin@frwa.com.au,http://www.fleurieuregionalwasteauthority.com.au,"Opening hours: Mon, Wed, Fri and Sun 9:00am-4:00pm.  For a list of services, fees and charges please refer to website <http://www.fleurieuregionalwasteauthority.com.au/images/SERVICE%20%20VH%20WTS%20chgs.pdf>. Please note that we run Drummuster from this site.",0.0000,0.0000,1,359
1261,Fleurieu Regional Waste Authority – American River Bulky Waste Station,5221,American River,"American River Road, American River 5221",PO Box 2375 Goolwa SA 5214,(08) 8555 7401,NULL,(08) 8555 1998,admin@frwa.com.au,http://www.fleurieuregionalwasteauthority.com.au,Open once a month. Do not place incorrect waste types in compound as it will be refused or charged at a rate up to $275 per tonne. Disposal is FREE of charge for disposal of correct waste types,0.0000,0.0000,1,NA
1266,Fleurieu Regional Waste Authority - Goolwa Waste and Recycling Depot,5214,Goolwa,"Goolwa to Victor Harbor Road, Goolwa 5214",PO Box 2375 Goolwa SA 5214,(08) 8555 7260,NULL,(08) 8555 1998,admin@frwa.com.au,http://www.fleurieuregionalwasteauthority.com.au,"Opening hours: Mon-Fri 8:30am-4:30pm. Sat, Sun, Public Holidays 10:00am-4:00pm. Closed Christmas Day, Boxing Day, New Years Day and Good Friday. For a list of services, fees and charges please refer to website <http://www.fleurieuregionalwasteauthority.com.au/images/GOOLWA%20SERVICES%20FEE%20CHARGES.PDF>. Please note that we run Drummuster from this site.",0.0000,0.0000,1,346
1267,Fleurieu Regional Waste Authority – Kangaroo Island Waste and Recycling Depot,,NULL,Located approx. 5km from Kingscote on the Emu Bay Road,PO Box 2375 Goolwa SA 5214,(08) 8553 4514,NULL,(08) 8555 1998,admin@frwa.com.au,http://www.fleurieuregionalwasteauthority.com.au,"Opening hours: Every day 9:30am-4:30pm. Closed Christmas Day only. For a list of services, fees and charges please refer to website <http://www.fleurieuregionalwasteauthority.com.au/images/KANGAROO%20ISLAND%20SERVICES%20FEES%20AND%20CHARGES.pdf> Please note that we run Drummuster from this site.",136.2090,-30.0002,1,2595
1268,Fleurieu Regional Waste Authority - Strathalbyn Waste and Recycling Depot,5255,Strathalbyn,"Forrest Road (between Parker and Milne Road), Strathalbyn 5255",PO Box 2375 Goolwa SA 5214,(08) 8536 4743,NULL,(08) 8555 1998,admin@frwa.com.au,http://www.fleurieuregionalwasteauthority.com.au,"Opening hours: Tues, Thurs and Sun 10:00am-4:00pm. Closed Christmas Day, Boxing Day, New Years Day and Good Friday. Now including fire ban days. For a list of services, fees and charges please refer to website <http://www.fleurieuregionalwasteauthority.com.au/images/STRATHALBYN%20SITE%20services%20&%20fees%20&%20charges.pdf>. Please note that we run Drummuster from this site.",0.0000,0.0000,1,354
1273,Fleurieu Regional Waste Authority - Yankallila Waste and Recycling Depot,5203,Yankalilla,"Lot 2 Victor Harbor Road (opposite Doctors Hill Road), Yankalilla 5203",PO Box 2375 Goolwa SA 5214,0409 674 982,NULL,(08) 8555 1998,admin@frwa.com.au,http://www.fleurieuregionalwasteauthority.com.au,"Opening hours: Mon, Tues, Wed and Thurs 9:00am-3:30pm. Sun 12noon-4:00pm. Closed Christmas Day, Proclamation Day, New Year’s Day and Good Friday. Now including fire ban days. For a list of services, fees and charges please refer to website <http://www.fleurieuregionalwasteauthority.com.au/images/YANKALILLA%20SERVICES%20FEES%20AND%20CHARGES.pdf> Please note that we run Drummuster from this site.",138.3520,-35.4739,1,363
1262,Fleurieu Regional Waste Authority –Parndana Bulky Waste Station,5220,Parndana,"Playford Highway, Parndana 5220",PO Box 2375 Goolwa SA 5214,(08) 8555 7401,NULL,(08) 8555 1998,admin@frwa.com.au,http://www.fleurieuregionalwasteauthority.com.au,Open once a month. Do not place incorrect waste types in compound as it will be refused or charged at a rate up to $275 per tonne. Disposal is FREE of charge for disposal of correct waste types,137.2950,-35.7768,1,NA
1263,Fleurieu Regional Waste Authority –Penneshaw Bulky Waste Station,5222,Penneshaw,"Charring Cross Road, Penneshaw 5222",PO Box 2375 Goolwa SA 5224,(08) 8555 7401,NULL,(08) 8555 1998,admin@frwa.com.au,http://www.fleurieuregionalwasteauthority.com.au,Open once a month. Do not place incorrect waste types in compound as it will be refused or charged at a rate up to $275 per tonne. Disposal is FREE of charge for disposal of correct waste types,137.9240,-35.7360,1,NA
1269,Fleurieu Regional Waste Authority –Vivonne Bay Bulky Waste Station,5223,Vivonne Bay,"Jetty Road, Vivonne Bay 5223",PO Box 2375 Goolwa SA 5214,(08) 8555 7401,NULL,(08) 8555 1998,admin@frwa.com.au,http://www.fleurieuregionalwasteauthority.com.au,Open once a month. Do not place incorrect waste types in compound as it will be refused or charged at a rate up to $275 per tonne. Disposal is FREE of charge for disposal of correct waste types,137.1800,-35.9774,1,NA
1270,Foodbank SA,5039,Edwardstown,"377A Cross Road, Edwardstown 5039",PO Box 40 Edwardstown 5039,(08) 8351 1136,NULL,(08) 8351 1137,info@foodbanksa.com.au,http://www.foodbanksa.com.au,We source food donations from the food industry and the general public and provide this food to welfare agencies assisting people with food relief. To donate to Foodbank please phone 8351 1136.,138.5700,-34.9680,1,NA
1264,Gawler Mitre 10 Solutions,5118,Gawler,"7 Adelaide Road, Gawler 5118",,(08) 8522 1944,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,138.7460,-34.6040,1,
1265,Glenelg Mitre 10,5045,Glenelg,"599 Anzac Highway, Glenelg 5045",,(08) 8294 8344,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,0.0000,0.0000,1,
1112,Glynde Mitre 10 Solutions,5073,Hectorville,"8 Glynburn Road, Hectorville 5073",,(08) 8337 2344,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,138.6570,-34.8898,1,
1274,Golden Grove and TTG Recycling Depot,5125,Golden Grove,"69 Greenwith Road, Golden Grove 5125","6 Antonio Court, Newton 5074",(08) 8288 7909,NULL,(08) 8288 7909,holmespt@senet.com.au,NULL,"Opening hours Mon-Fri 8:30am-5:00pm, Sat 8:00am-2:00pm, Sun 9:00am-2:00pm.",138.7230,-34.7848,1,NA
1275,Goldfield Metal Traders Pty Ltd,5700,Port Augusta,"198 Carlton Parade,  Port Augusta 5700",PO Box 2461 Port Augusta  5700,(08) 8642 2290,NULL,(08) 8642 2230,NULL,NULL,Recycles car batteries  scrap steel  ferrous and non-ferrous.,137.7880,-32.4857,1,22422
1276,Goodwill Stores (Uniting Care Wesley Adelaide Inc),5094,Dry Creek,"44 Cavan Road, Dry Creek 5094",44 Cavan Road Dry Creek 5094,(08) 8202 5070,(08) 8202 5075,(08) 8359 6524,enquiries@ucwesleyadelaide.org.au,http://www.ucwesleyadelaide.org.au,Goodwill Stores generate income for the many services of Uniting Care Wesley Adelaide through the sale of quality recycled and new goods. To find your local Goodwill store please refer to the Uniting Care Wesley website listed or the Yellow Pages directory. We also provide a pick up service for furniture or large quantities of clothing. To arrange a pick up please contact us by phone. Please note that we will pick up items at our own discretion.,138.5870,-34.8447,1,NA
1277,GORbag (Green Organics Recycling) Company,5126,Fairview Park,"73 Hamilton Road, Fairview Park  5126",PO Box 178 St Agnes  5097,(08) 8289 5888,0418 843 791,NULL,soupy50@adam.com.au,NULL,This is a door to door recycling service. To organise a pick up please ring the number listed. Please note we only accept degassed refrigerators.,138.7300,-34.7984,0,NA
1278,Green Triangle Recyclers,5290,Mount Gambier,"1 Eucalypt Drive, Mount Gambier 5290",PO Box 2276 Mount Gambier 5290,(08) 8725 2715,NULL,(08) 8725 3278,ianweber@bigpond.com.au,NULL,Green Triangle Recyclers Pty Ltd recycles Container Deposits  plastics (both hard and soft) batteries  paper and cardboard. Drop off cages available in car park 24 hours.,140.8030,-37.8460,1,2528
1279,Greenbanks Recycling Depot,5161,Reynella,"143 Old South Road, Reynella  5161",14 Cygnet St Novar Gardens 5040,(08) 8322 6488,NULL,(08) 8322 6488,NULL,NULL,"Opening hours Mon-Fri 8:00am- 4:30pm, Sat 8:00am-1:30pm, Sun 9:00am-1:30pm. Closed Public Holidays. Recycles Container Deposits  ferrous and Non-ferrous Metal  batteries  plastic and Container Deposits.",138.5370,-35.0951,1,
1281,Greenwith Grove Recyclers,5125,Golden Grove,"Lot 10 Greenwith Road, Golden Grove 5125",PO Box 309 Greenwith  5125,(08) 8251 5166,0412 577 929,(08) 8251 5066,NULL,NULL,Greenwith Grove recycles Container Deposits  cardboard and paper  non-deposit plastic (soft and hard)  Glass and batteries.,138.7200,-34.7845,1,
1282,Hackham & Seaford Bottle Co,5163,Hackham,"16 Cottage Lane, Hackham 5163",PO Box 92 Christies Beach 5165,(08) 8384 8667,NULL,(08) 8384 7676,hackhamrecycle@bigpond.com,NULL,Hackham and Seaford Bottle Co recycle Container Deposits  ferrous and Non-ferrous Metal  batteries  Glass  cardboard and paper.,138.5280,-35.1504,1,2417
1283,Hall Recycling,5014,Royal Park,"19 Alexander Street, Royal Park  5014",19 Alexander Street Royal Park  5014,0417 899 930,NULL,(08) 8240 4871,NULL,NULL,"Opening hours Mon-Fri 8:30am-4:00pm, Sat 8:30am-12noon. Closed Sundays and Public Holidays.",138.5060,-34.8765,1,could not find
1284,Hampshire Recycling (Holden Hill),5088,Holden Hill,"24 Pleasant Grove, Holden Hill  5088",24 Pleasant Grove Holden Hill  5088,(08) 8264 3139,NULL,(08) 8396 4287,coral_c@bidpond.net.au,NULL,Recycles all Container Deposits  cardboard  Newspaper  Non-deposit Glass  batteries  ferrous and Non-ferrous Metal.,138.6840,-34.8454,1,2489
1285,Hampshire Recycling (Modbury North),5092,Modbury North,"21 Famechon Crescent, Modbury North  5092",21 Famechon Crescent Modbury North  5092,(08) 8396 0885,NULL,(08) 8396 4287,coral_c@bidpond.net.au,NULL,"Opening hours: Mon-Fri: 8am-4.30pm,  Sat: 8am-12noon. Hampshire Recycling depot recycles Deposit containers, Non deposit Glass and Batteries.",138.6820,-34.8213,1,2489
1286,Haveachat Bottle Can and Scrap Depot,5223,Kingscote,"31 Addison Street, Kingscote  5223","RSD 253 Newland Service, Kingscote 5223",(08) 8553 3067,041 772 5604,(08) 8553 3067,NULL,NULL,Opening hours: Mon-Fri 8:30am-4:30pm. Closed Public Holidays.,137.6300,-35.6516,1,EPA 0518878
1287,Hawker Recycle,5434,Hawker,"Lot 379 Wilpena Road, Hawker 5434",PO Box 91 Hawker 5434,0423 657 273,(08) 8648 4041,NULL,vrcameron@hotmail.com,NULL,"Opening hours Fri 4pm-6pm, Sun 10am-2pm. Please ring to arrange an alternative drop off (out-of-town people).",0.0000,0.0000,1,NA
1291,Hazardous Household Waste Depot,5094,Dry Creek,"Corner Magazine Road and Henschke Street, Dry Creek 5094",GPO Box 2607 Adelaide 5001,(08) 8204 2211,1800 623 445 freecall for country callers only,(08) 8204 1911,zerowaste@zerowaste.sa.gov.au,http://www.zerowaste.sa.gov.au,Opening hours 9:00am-12:00noon the first Tuesday of every month (including public holidays).The Hazardous Household Waste Depot takes pesticides  pharmaceuticals cleaning solvents  Paint thinners  Paints  varnishes  stains  photographic chemicals  batteries (nickel/cadmium  lithium  mercury  lead/acid)  motor oil  coolant  pool chemicals  other household chemicals. For further information contact Zero Waste SA.,138.5810,-34.8357,1,NA
1288,HMR Adelaide,5013,Wingfield,"15-17 Francis Road, Wingfield 5013",15-17 Francis Road Wingfield 5013,(08) 8445 9599,NULL,NULL,hmradelaide@hmrgroup.com,http://www.hmrgroup.com,Opening hours Mon-Fri 8am-4:30pm.,0.0000,0.0000,1,14287
1289,Home & Hose Mitre 10,5158,Sheidow Park,"6 - 8 Commercial Road, Sheidow Park 5158",NULL,(08) 8387 1744,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,0.0000,0.0000,1,NULL
1292,Integrated Waste Services,5013,Wingfield,"Hines and Wingfield Roads, Wingfield 5013",Hines and Wingfield Roads Wingfield 5013,(08) 8243 2644,NULL,(08) 8243 1299,iws@iwsgroup.com.au,http://www.iwsgroup.com.au,Integrated Waste Services is a Resource Recovery and Transfer Facility licensed to accept general  commercial  industrial  domestic and building waste including non-friable asbestos (under 2 tonnes) Tyres  Mattresses and household quantities of oils  flammable liquids  Paints and Gas Bottles.,138.5500,-34.8365,1,119
1290,Jamestown Recycling,5491,Jamestown,"West End of Boundary Road, Jamestown 5491",PO Box 142 Jamestown 5491,(08) 8664 1604,0428 641 604,(08) 8664 0216,boxnbox@bigpond.net.au,NULL,"Recycles all Container Deposits  aluminium cans  Glass  milk  juice cartons and plastic. Open Monday 9am-12noon,  Thursday 9am-12noon and 1pm-5pm, Friday 9am-12noon,  Saturday 9am-11.30am. Not open Public Holidays.",138.5970,-33.1961,1,could not find
1293,Jeffries Group,5013,Wingfield,"412 Hanson Road North, Wingfield 5013",PO Box 60 Rosewater East 5013,(08) 8368 3555,NULL,(08) 8368 3588,enquiries@jeffriesgroup.com.au,http://www.jeffries.com.au,Accepts a large range of green organic material and produces quality assured compost  mulch  soils and potting mixes. Material able to be recycled includes: Green Organics  Clean Green (prunings lawn clippings leaf litter weeds). Unclean Green (mixed loads - contains soil weed mat plastic) Timber (particle board MDF plywood hardwood softwood). Clean (pallets crates timber off cuts)(nails ok)). Unclean Timber (mixed loads - Painted timber and greens mixed). Clean Sawdust . Fill (soil) Clean (clean soil). Unclean Fill (soil mixed with bricks rocks grass concrete) . Wet Organics Waste Water street sweepings silt trap material screenings slurries .,138.5460,-34.8419,0,EPA 16010
1294,JK & JD Henery Recycle & Transport,5730,Blinman,"Alpana Station, Blinman 5730",PO Box 11 Blinman 5730,(08) 8648 4626,NULL,NULL,alpana2@bigpond.com,NULL,Please ring to arrange a drop off.,138.6790,-31.0954,1,NA
1271,K&G Constructions,5013,Wingfield,"Rafferty Street, Wingfield 5013","6 Matt St, Lockleys 5032",0411 555 685,NULL,(08) 8346 1163,NULL,NULL,"Opening hours Mon-Fri 7am-4pm, Sat 7am-4pm.",138.5680,-34.8363,1,
1295,Kamleh Can Depot,5048,Brighton,"53b Sturt Road, Brighton 5048",53b Sturt Road Brighton  5048,(08) 8296 1968,NULL,NULL,hn.laucl@gmail.com,NULL,"Open Mon-Sat 8:30am-4:30pm, Sun 10am-3pm. We are closed on Public Holidays.",138.5300,-35.0190,1,
1272,Keith Mitre 10 Handy,5267,Keith,"Hender Street, Keith 5267",,(08) 8755 1233,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,140.3530,-36.0978,1,
1296,Keith Recycling Depot,5267,Keith,"Lot 12 Stirling Road, Keith  5267",PO Box 653 Bordertown 5268,0417 616 195,(08) 8752 1114,(08) 8752 1114,debfell9@dodo.com.au,http://www.bordertownrecycling.com.au,"Opening hours Tues 9:30am-2:30pm, Wed-Thurs 9:30am-12noon.",140.3600,-36.1086,1,NA
1300,Kimba Bottle Yard,5641,Kimba,"20 Vintage Drive, Kimba 5641",PO Box 387 Kimba SA 5641,(08) 8627 2443,0458 272 443,(08) 8627 2443,NULL,NULL,Opening hours 7 days a week 8:00am-6:00pm.,136.4120,-33.1427,1,NA
1301,Kimba Recycling and Refuse Centre,5641,Kimba,"Via Dump Road, Kimba 5641",PO Box 189 Kimba SA 5641,(08) 8627 2026,NULL,(08) 8627 2382,council@kimba.sa.gov.au,http://www.kimba.sa.gov.au,Refuse & Recycling Centre. Opening hours Mon-Fri 7am-5pm.,0.0000,0.0000,1,315 Kimba
1302,Kingston District Council Works Depot,,Kingston,"Lot 2 Adam Road, Kingston",NULL,(08) 8767 2033,NULL,NULL,NULL,NULL,Open Monday to Friday 7:30am-4pm by appointment,139.8630,-36.8319,0,NULL
1303,Kingston Recycling Depot,5275,Kingston,"10 Railway Terrace, Kingston 5275","10 Railway Terrace, Kingston 5275",(08) 8767 2371,0428 633 409,NULL,a.barnett@internode.on.net,NULL,"Opening hours: Summer- Wed, Thurs, Fri 10am-5pm, Sat 9am:12noon. Winter- Thurs, Fri 10am-5pm,  Sat 9am:12noon.",139.8600,-36.8327,1,NA
1304,Kuchel Contractors Pty Ltd,5355,Nuriootpa,"Lot 2 Siegersdorf Rd, Nuriootpa 5355","PO Box 22, Nurioopta 5355",(08) 8562 2177,NULL,NULL,NULL,NULL,"Opening hours Mon-Fri 8am-4:30pm, Sat 9am-2:30pm. Closed Sunday.",139.0060,-34.4973,1,could not find
1305,Lameroo Recycling Centre (JA Ribbons),5302,Lameroo,"Chandos Terrace, Lameroo 5302","20 Railway Terrace, Pinnaroo 5304",(08) 8578 8196,0409 848 338,(08) 8578 8196,jribbon65@hotmail.com,NULL,Opening hours Tues 9am-3pm.,140.5150,-35.3424,1,NA
1306,Langshaws Scrap Metal,5070,Glynde,"5 Provident Avenue, Glynde  5070",5 Provident Avenue Glynde  5070,0407 794 920,NULL,(08) 8337 2279,NULL,NULL,Please arrange in advance for drop off. Recycles scrap metal.,0.0000,0.0000,1,24203
1307,LC Bottle and Recycling Depot,5731,Leigh Creek,"Pony Club Road, Leigh Creek 5731","2 Marlock Place, Leigh Creek 5731",0427 394 777,(08) 8675 2707,NULL,vickie.holmes@bigpond.com,NULL,"Opening hours Wed, Sat 9am-12noon",0.0000,0.0000,1,NA
1308,Leo's Can & Bottle,5023,Findon,"142 Findon Road, Findon  5023",142 Findon Road Findon  5023,(08) 8445 2318,NULL,NULL,NULL,NULL,"Open Mon-Sat 8:30am-4:30pm, Sun 10am-3pm.",138.5310,-34.8913,1,NA
1309,Light Regional Council - Kapunda Waste Management Depot,5373,Kapunda,"Scotty's Grave Road, Kapunda 5373",PO Box 72 Kapunda 5373,(08) 8525 3200,NULL,(08) 8566 3262,light@light.sa.gov.au,http://www.light.sa.gov.au,Opening hours Sun 10am-2pm. Drummuster is available each Sunday from 10am to 2pm.,0.0000,0.0000,1,313
1310,Linden Lea Mitre10,5223,Kingscote,"Grenfell Street, Kingscote 5223",NULL,(08) 8553 2354,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,137.6360,-35.6540,1,
1311,Lock Recycling Depot,5633,Lock,"Section 85 Darke Peak Road, Lock 5633",PO Box 171 Lock 5633,(08) 8689 1063,0429 891 063,(08) 8689 1063,NULL,NULL,Opening hours Mon-Fri 9am-5pm.,135.7570,-33.5682,1,
1315,Lonsdale Landfill,5160,Lonsdale,"8 Meyer Road, Lonsdale 5160",PO Box 542 Enfield Plaza SA 5085,(08) 8347 3329,NULL,(08) 8347 3556, sales@resourceco.com.au, http://www.resourceco.com.au,Accepts Waste Derived Fill and Intermediate Landfill Cover and other waste fill materials upon approval.,138.4940,-35.1014,1,23782
1316,Loxton Ice Works and Recycling,5333,Loxton,"1 Badco Road, Loxton  5333",PO Box 478 Loxton  5333,(08) 8584 7580,NULL,(08) 8584 7580,iceworks@live.com.au,NULL,"Opening hours Mon-Fri 9am-5pm, Sat 9am-11:30am. Closed Sunday and Public Holidays.",0.0000,0.0000,1,could not find
1317,Lucindale Recycling Depot,5272,Lucindale,"Banksia Street, Lucindale  5272",PO Box 169 Lucindale  5272,(08) 8766 2065,0430 478 228,NULL,lucindalerecycling@hotmail.cmo,NULL,"Opening hours Mon-Fri 3pm-5pm, first weekend of each month Sat 10am-4pm, Sun 12noon-4pm.",140.3700,-36.9745,1,NA
1318,Machinery Warehouse,5013,Wingfield,"93-99 Wingfield Road (Cnr Cormack Rd), Wingfield  5013", 93-99 Wingfield Road (Cnr Cormack Rd) Wingfield  5013,(08) 8347 7133,NULL,(08) 8347 3731,mwplmach@senet.com.au,http://www.machines4u.com,Recycles scrap metal  any scrap or redundant machinery.,138.5510,-34.8412,1,NA
1319,Magill Recycling & Salvage,5072,Magill,"6-8 Nightingale Avenue, Magill 5072",6-8 Nightingale Avenue Magill 5072,(08) 8333 1033,0418 810 676,(08) 8396 1419,dakatas@bigpond.net.au,NULL,Recycles Container Deposits  Non-deposit Glass  Non-ferrous Metal  batteries and cardboard  paper and plastic  building materials eg timber  steel  windows  doors  fireplaces White Goods etc.  Buys and sells recycled building materials.,138.6800,-34.9122,1,NA
1102,Malvern Mitre 10,5061, Malvern,"321 Unley Road, Malvern 5061",NULL,(08) 8272 8566,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,138.6080,-34.9622,1,NULL
1312,Mann's Mitre 10,5015,Port Adelaide,"7 Robe Street, Port Adelaide 5015",,(08) 8409 3900,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,0.0000,0.0000,1,
1320,Mannum Can & Bottle Depot,5238,Mannum,"103 Adelaide Road, Mannum 5238",39 Walker Avenue Mannum  5238,(08) 8569 1720,NULL,NULL,NULL,NULL,"Opening hours Mon, Tues, Thurs Fri 9am-4pm, closed for lunch between 12noon and 1pm, Saturday 9am-12noon. Mannum Can and Bottle Depot the 2007 winner of  KESAB Tidy Towns Award for New Premises recycles Container Deposits  Newspaper and car batteries.",0.0000,0.0000,1,NA
1321,Marla Travellers Rest,5724,Marla,"Main Stuart Highway, Marla 5724",Care of Marla Post Office,(08) 8670 7001,NULL,(08) 8670 7021,marla@marla.com.au,http://www.marla.com.au/,Opening hours Sat 9am-12noon.,0.0000,0.0000,1,NA
1322,Master Imaging International,5088,Holden Hill,"650 North East Road, Holden Hill 5088",PO Box 1383 Golden Grove Village Golden Grove 5125,(08) 8367 8333,NULL,(08) 8367 8444,orders@recycle.net.au,masterimaging.com.au,Opening hours Mon-Fri 9am-5pm. The sole purpose of this Master Imaging International is to collect sort and redistribute as many empty cartridges within Australia as possible.,0.0000,0.0000,1,NA
